Geneid,sample1,sample2,sample3,sample4,sample5,sample6
MYO1D,1056,2400,2333,1798,821,1263
AC079336.5,2,7,6,2,0,12
AC079336.7,0,0,0,2,0,0
AC079336.2,0,13,2,7,0,6
AC079336.1,0,0,6,0,2,2
AC079336.6,0,0,0,6,0,3
AC079336.4,2,0,0,0,0,0
AC079336.3,0,2,0,2,0,0
AC025211.1,0,3,0,0,0,0
AC007982.1,0,0,0,0,0,0
AC084809.1,12,2,4,12,1,3
AC084809.2,2,3,5,0,4,3
TMEM98,6570,6302,6990,6849,4798,7883
SPACA3,0,0,0,0,0,0
ASIC2,28,73,48,56,30,13
AC003687.1,0,0,0,0,0,0
AC008133.2,0,0,0,0,0,0
AC008133.1,0,0,0,0,0,0
AC011824.3,0,0,0,0,0,0
AC011824.4,0,0,0,0,0,0
AC011824.2,0,0,0,0,0,0
AC011824.1,0,0,0,0,0,0
AC024614.1,0,0,0,0,0,0
AC024614.2,0,0,0,2,0,0
AC024614.3,0,0,0,0,0,0
AC024614.4,0,0,0,0,0,0
AC024610.2,38,37,47,16,48,122
AC004147.4,0,0,0,0,0,0
AC024610.1,0,0,0,4,1,2
AC123769.1,0,0,0,0,0,0
TLK2P1,51,40,61,42,65,65
AC004147.1,0,0,0,0,0,0
AC004147.5,0,0,0,0,0,0
RNA5SP438,0,0,0,0,0,0
AC004147.3,2,0,0,0,0,0
AC004147.2,2,1,2,0,0,0
LINC01989,1,2,0,0,4,2
AC005549.1,0,0,0,0,0,0
CCL2,25,567,217,450,29,63
CCL7,0,4,0,1,0,0
CCL11,0,0,0,0,0,0
CCL8,0,0,0,0,0,0
AC011193.2,0,0,0,0,0,0
CCL13,0,0,0,0,0,0
CCL1,0,0,0,0,0,0
AC011193.1,0,0,0,0,0,0
C17orf102,0,0,0,0,0,0
TMEM132E,16,20,14,0,18,8
AC005691.1,0,0,0,0,0,0
AC005552.1,0,0,0,0,0,0
AC022903.1,0,0,0,0,0,0
CCT6B,87,110,33,74,68,55
AC022903.2,0,0,0,0,0,0
ZNF830,469,407,303,466,301,533
LIG3,1651,1355,832,1241,1130,2291
RFFL,232,213,198,154,219,399
AC004223.3,0,0,0,0,0,0
AC004223.4,0,0,0,3,4,6
AC004223.2,2,0,0,2,2,0
AC004223.1,0,1,0,0,0,0
RAD51D,466,379,275,391,405,514
RNU6-840P,0,0,0,0,0,0
AC022916.1,0,0,0,0,0,0
FNDC8,15,2,4,20,9,11
NLE1,1253,1082,549,747,772,1468
UNC45B,33971,29773,27516,32985,25219,45281
AC022916.5,7,9,3,4,4,10
AC022916.3,22,22,19,8,9,3
AC022916.4,88,72,72,97,50,66
SLC35G3,34,42,32,39,8,2
AC022916.2,164,138,111,150,142,161
SLFN5,783,1052,647,1003,655,871
AC022706.1,0,0,0,0,0,0
AC060766.2,0,0,0,0,0,0
SLFN11,0,0,0,0,0,9
AC060766.3,0,0,0,2,0,0
AC060766.6,0,2,0,0,0,4
AC060766.4,20,17,6,8,14,2
AC060766.7,4,3,9,9,11,0
AC060766.5,1,6,2,0,2,0
AC060766.1,24,34,20,18,18,27
SLFN12,112,187,164,165,80,100
SLFN13,560,304,253,234,321,465
AC015911.4,6,9,10,3,2,4
SLFN12L,2,0,0,0,0,0
AC015911.8,0,0,0,0,0,0
AC015911.11,0,0,0,0,0,0
AC015911.5,0,0,0,0,0,0
E2F3P1,0,0,0,0,0,0
AC015911.7,0,0,0,0,0,0
AC015911.3,0,0,0,0,0,0
TOMM20P2,0,0,0,0,0,0
AC015911.10,0,0,0,0,0,0
AC015911.2,0,0,0,0,0,0
SLFN14,0,0,0,0,0,2
AC015911.6,0,0,0,0,0,0
AC015911.9,0,0,0,0,0,0
AC015911.1,0,0,0,0,0,0
SNHG30,172,215,232,201,125,150
SNORD7,0,0,0,0,0,0
PEX12,255,355,192,332,289,461
AP2B1,10351,10232,8113,10070,7535,18284
AC004134.1,9,2,0,0,10,0
TAF15,4450,3805,3041,3806,3182,6864
RASL10B,6324,6431,6926,7135,4460,6257
GAS2L2,0,0,2,4,0,0
MMP28,28,28,8,4,24,36
AC006237.1,0,0,0,0,3,0
C17orf50,2,4,12,6,12,0
AC015849.2,2,0,0,0,0,0
AC015849.3,33,27,8,38,18,12
AC015849.4,6,2,0,2,3,0
HEATR9,1,3,0,0,0,6
AC015849.6,2,0,0,2,0,0
AC015849.1,2,1,0,0,0,0
CCL5,4,6,6,0,0,6
AC015849.7,0,0,0,0,0,0
AC015849.5,4,4,6,2,6,0
LRRC37A9P,0,0,0,0,4,2
RDM1,18,21,2,2,0,12
LYZL6,0,0,0,0,0,0
AC244100.1,0,0,0,0,0,0
CCL16,0,0,0,0,0,0
CCL14,0,0,0,0,0,0
AC244100.2,0,0,0,0,0,0
CCL15-CCL14,0,0,0,0,0,0
CCL15,0,0,0,0,0,0
AC244100.3,0,0,0,0,0,0
AC244100.4,0,0,0,0,0,0
CCL23,0,0,0,0,0,0
CCL18,0,0,0,0,2,0
AC243829.4,0,0,0,0,0,0
CCL3,0,0,0,0,0,0
CCL4,0,0,0,0,0,0
RN7SL301P,0,0,0,0,0,0
AC243829.2,0,0,0,0,0,0
AC243829.7,0,0,0,0,0,0
TBC1D3B,4,2,1,1,0,3
AC243829.1,0,0,0,0,0,0
CCL3L3,0,0,0,0,0,8
CCL4L2,0,0,0,0,0,0
AC243829.5,0,0,0,0,0,0
AC243829.3,0,0,0,0,0,0
AC243829.6,0,0,0,0,0,0
TBC1D3I,3,2,3,5,0,1
AC233699.1,75,41,19,16,28,16
AC233699.2,0,0,0,0,0,0
TBC1D3G,0,0,0,0,16,8
TBC1D3H,1,0,1,4,0,1
RNU6-1192P,0,0,0,0,0,0
TBC1D3F,34,18,10,7,10,21
TBC1D3J,0,0,0,0,0,0
ZNHIT3,946,855,691,828,727,1169
RNA5SP439,0,0,0,0,0,0
MYO19,881,704,437,689,458,1024
PIGW,463,435,372,454,333,285
GGNBP2,2492,2624,1996,2608,1971,2901
AC243732.1,5,4,10,14,10,26
DHRS11,266,293,102,308,217,303
MRM1,251,225,181,258,202,180
AC243830.2,2,0,0,0,2,6
AC243830.3,0,0,0,0,0,0
AC243830.1,25,8,2,6,12,24
LHX1-DT,31,8,45,7,28,34
LHX1,59,41,164,50,54,58
AC243773.1,2,1,4,3,0,8
AATF,1455,1327,887,1251,978,2434
AC243773.2,1,0,0,0,0,0
AC244093.4,2,0,2,0,0,0
MIR2909,0,0,0,0,0,0
AC244093.3,0,0,0,2,0,0
AC244093.5,3,0,0,1,0,0
ACACA,3577,3772,2382,3253,2731,6713
AC244093.1,0,0,2,0,2,2
HMGB1P24,0,0,0,0,0,8
AC244093.2,0,0,0,0,0,0
C17orf78,11,2,0,7,0,8
AC243654.3,2,0,0,1,1,2
TADA2A,866,718,420,753,562,881
AC243654.1,0,0,0,2,0,0
AC243654.2,0,0,0,0,0,2
DUSP14,2688,2322,3376,2641,2016,3563
SYNRG,2494,2264,1243,2118,1891,3014
AC243585.2,0,0,0,0,0,0
DDX52,1858,2114,1296,1810,1402,1482
MIR378J,7,9,1,5,2,0
AC243571.2,2,5,0,11,0,10
AC243585.1,0,0,3,0,0,0
HNF1B,47,11,0,3,60,44
AC243571.1,0,0,0,0,0,0
YWHAEP7,0,0,0,0,0,0
RNU6-489P,0,0,0,0,0,0
TBC1D3K,2,0,0,3,1,11
AC243569.1,0,0,0,0,0,0
TBC1D3L,91,61,48,62,58,26
TBC1D3D,43,4,3,9,9,2
TBC1D3C,24,16,2,9,11,11
AC233968.1,5,4,1,4,82,218
AC233968.2,0,0,0,0,0,0
TBC1D3E,28,7,3,25,8,7
RNA5SP526,0,0,0,0,0,0
TBC1D3,3,3,2,4,1,10
NPEPPSP1,127,126,65,153,79,35
AC244154.1,0,0,0,0,0,0
MRPL45,2269,2138,1581,1986,1866,3093
GPR179,14,4,2,5,3,3
SOCS7,1911,1641,1263,1739,1412,2304
ARHGAP23,9371,10039,9626,9544,6537,6686
AC244153.1,48,102,74,107,80,85
SRCIN1,479,401,294,384,294,193
AC006449.1,6,2,1,0,1,0
EPOP,556,520,985,691,395,479
MIR4734,1,1,3,0,2,2
AC006449.7,151,203,133,229,145,174
AC006449.2,14,17,4,20,24,16
MLLT6,5050,4494,3891,4451,3885,4217
AC006449.3,2,1,0,1,1,6
MIR4726,0,0,0,0,0,0
AC006449.9,0,0,0,0,0,0
CISD3,937,864,869,958,744,740
RNA5SP440,0,0,0,0,0,0
PCGF2,699,754,502,664,520,837
AC006449.5,33,18,42,29,17,27
PSMB3,4161,3950,3206,3621,3014,6553
RNU6-866P,0,0,0,0,0,0
PIP4K2B,6460,6669,4598,6601,4733,8683
CWC25,564,564,411,518,402,585
MIR4727,0,0,0,0,0,0
C17orf98,0,2,0,0,0,0
RPL23,21196,20508,14660,18229,16379,26539
SNORA21B,0,0,0,0,0,0
SNORA21,0,0,0,0,0,0
AC110749.1,1,2,0,2,2,1
LASP1,5033,5621,2845,4323,3338,5026
AC006441.1,12,0,3,14,9,3
MIR6779,0,0,0,0,0,0
AC006441.3,0,0,0,0,0,0
LINC00672,48,40,68,81,50,52
FBXO47,0,0,0,0,0,0
AC006441.2,0,0,0,0,0,0
AC006441.4,0,0,0,0,0,0
AC006441.5,0,0,0,0,0,0
LINC02079,0,0,0,0,0,0
LRRC37A11P,2,2,0,0,4,6
AC091178.1,0,0,0,0,0,0
RDM1P5,19,4,1,1,6,8
PLXDC1,49,56,17,26,34,30
AC091178.2,4,19,6,11,8,3
ARL5C,2,0,0,0,0,0
AC004408.2,0,0,0,0,0,0
AC004408.1,0,0,0,1,0,0
CACNB1,995,888,868,866,657,1151
RPL19,26406,24389,17287,20043,19409,37128
STAC2,19,7,10,2,12,0
AC015910.1,0,0,0,2,0,1
FBXL20,1136,1010,737,811,927,1314
AC005288.1,2,0,0,4,7,0
MED1,3234,2909,2193,2772,2225,4539
CDK12,3041,2816,2295,2783,2186,3327
RNU6-233P,0,0,0,0,0,0
AC009283.1,51,25,21,27,35,66
NEUROD2,0,0,0,0,0,0
AC087491.1,0,0,0,0,0,0
PPP1R1B,167,67,74,49,80,94
STARD3,1904,1728,1366,1719,1196,1923
TCAP,8419,5935,4773,6110,6174,5464
PNMT,328,235,304,266,326,265
PGAP3,1004,715,545,699,704,809
ERBB2,25860,20355,16134,20621,19444,25498
MIR4728,2,1,1,5,3,0
MIEN1,740,635,668,758,565,1149
GRB7,120,76,97,53,121,136
IKZF3,0,0,0,0,2,2
KRT8P34,0,0,0,0,0,0
AC090844.1,0,0,0,0,0,0
ZPBP2,0,0,0,0,0,0
GSDMB,356,176,92,173,270,340
ORMDL3,3773,2339,2700,2682,2428,2927
AC090844.2,67,26,30,32,48,61
LRRC3C,0,0,0,2,4,2
GSDMA,8,1,0,0,0,0
PSMD3,6167,5235,4257,5559,4433,8831
AC090844.3,0,0,0,0,0,0
CSF3,0,0,0,0,0,0
MED24,5281,4746,3847,4474,3602,6794
MIR6884,0,0,0,0,0,0
SNORD124,1,1,0,0,0,0
THRA,2989,2499,2102,2678,2251,3504
NR1D1,244,242,322,241,153,189
AC068669.1,13,9,4,7,10,2
MSL1,4260,4309,2232,4320,3220,4319
CASC3,3501,3333,2429,2946,2679,4633
MIR6866,0,0,0,0,0,0
RAPGEFL1,425,265,213,334,340,351
MIR6867,0,1,0,0,0,0
WIPF2,1963,2077,1252,2204,1333,2107
CDC6,1283,1132,412,787,607,1769
RARA,1856,1693,2075,1929,1365,1252
AC080112.5,3,4,6,2,0,2
RARA-AS1,71,72,139,89,41,62
AC080112.4,60,23,11,29,15,25
GJD3,32,27,48,31,40,13
AC080112.2,0,0,0,0,0,0
PPIAP54,0,4,1,0,0,2
RNA5SP441,0,0,0,0,0,0
AC080112.3,0,0,0,0,0,0
TOP2A,3113,3694,843,2220,1972,3651
AC080112.1,1,0,0,0,5,0
RPL23AP75,0,0,0,0,0,0
IGFBP4,3177,3236,2213,2822,2118,2878
AC018629.1,0,0,0,0,0,0
TNS4,0,0,0,0,2,0
AC004585.1,0,0,0,0,0,0
CCR7,0,11,30,4,2,0
AC004585.2,0,0,0,0,0,0
SMARCE1,475,490,368,571,371,261
AC073508.2,0,0,0,0,0,0
AC073508.3,4,3,10,10,6,5
KRT222,0,0,0,0,0,0
AC073508.1,0,0,0,0,0,0
KRT24,0,0,0,0,0,0
KRT223P,0,0,0,0,0,0
KRT25,0,0,0,0,0,0
KRT26,0,0,0,0,0,0
KRT27,0,0,0,0,0,0
KRT28,0,0,0,0,0,0
AC090283.1,0,0,0,0,0,0
KRT10,601,595,641,789,512,527
TMEM99,151,126,60,83,106,162
AC004231.3,0,0,0,0,0,0
KRT12,0,0,0,0,0,0
KRT20,8,0,0,0,0,0
AC004231.1,0,0,0,0,0,2
KRT23,0,0,0,0,3,0
KRT39,0,0,0,0,0,0
KRT40,0,0,4,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRTAP3-2,0,0,0,0,0,0
KRTAP3-4P,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0
KRTAP1-5,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0
KRTAP1-3,0,0,0,0,0,0
KRTAP1-1,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0
KRTAP2-3,0,0,2,0,4,5
KRTAP2-4,0,0,0,0,0,0
KRTAP2-5P,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0
AC100808.1,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
KRTAP4-16,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0
KRTAP4-2,0,0,0,0,0,0
KRTAP4-1,0,0,0,0,0,0
KRTAP4-17P,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0
KRTAP9-12P,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0
KRTAP9-11P,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0
KRTAP9-10P,0,0,0,0,0,0
KRTAP29-1,0,0,0,0,0,0
KRTAP16-1,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0
TBC1D3P7,0,0,0,0,0,0
AC003958.1,0,0,0,0,0,0
KRT33A,0,0,0,0,0,0
KRT33B,0,0,0,0,0,2
KRT34,0,2,0,0,0,0
KRT31,0,0,0,0,0,0
AC003958.2,0,0,0,0,0,0
KRT41P,0,0,0,0,0,0
KRT37,0,0,0,0,0,0
KRT38,0,0,0,0,0,0
KRT43P,0,0,0,0,0,0
KRT32,0,1,0,0,0,0
RNU2-32P,0,0,0,0,0,0
KRT35,0,0,0,0,0,0
KRT36,0,0,0,0,0,0
KRT13,0,2,0,0,0,0
AC019349.1,0,0,0,0,0,0
KRT15,4,2,16,2,0,10
MIR6510,0,0,0,0,0,0
KRT19,4168,2317,875,1527,2895,4029
LINC00974,0,0,0,0,0,0
KRT9,0,0,0,0,0,0
KRT14,0,0,0,2,0,0
KRT16,0,0,0,0,0,0
KRT17,6,23,8,7,6,8
KRT42P,0,0,0,0,0,0
AC130686.1,0,0,0,0,0,0
EIF1,10146,10526,9985,9789,7707,12890
GAST,0,0,0,0,0,2
HAP1,56,60,54,62,34,88
RNA5SP442,0,0,0,0,0,0
RN7SL399P,0,2,2,0,0,0
JUP,21726,20654,15295,21148,15006,16872
P3H4,4041,3981,3633,3904,2816,2928
FKBP10,17398,14131,10736,13286,11816,17415
NT5C3B,3535,3195,2940,3146,2475,4118
KLHL10,5,7,14,11,8,6
AC125257.1,0,0,0,0,0,0
KLHL11,340,404,248,319,319,472
ACLY,9235,10632,8553,9740,6277,13659
AC125257.2,0,0,0,0,0,0
TTC25,50,60,31,35,41,64
CNP,3944,3516,2365,3257,2729,3617
DNAJC7,3030,2752,2082,2814,2163,3683
NKIRAS2,4865,4813,4090,5039,3691,5440
ZNF385C,13,14,6,1,0,8
C17orf113,43,78,26,58,29,17
DHX58,12,10,0,0,12,0
KAT2A,1847,1722,873,1535,1196,1845
AC099811.2,0,0,0,0,0,0
HSPB9,1,7,6,2,0,12
RAB5C,833,944,788,862,555,806
AC099811.3,5,2,6,6,10,8
KCNH4,0,0,0,0,1,14
HCRT,34,38,101,110,50,28
GHDC,150,128,83,140,134,113
STAT5B,1973,2004,1660,1887,1505,2378
AC099811.6,2,0,0,3,0,0
AC099811.4,6,6,1,0,0,2
AC099811.1,2,2,4,0,0,0
AC099811.5,2,10,6,7,10,0
STAT5A,159,89,134,85,164,94
STAT3,12075,9939,10704,9448,9004,17921
CAVIN1,24479,24167,28581,25515,17809,23235
RNU7-97P,0,0,0,0,0,0
ATP6V0A1,3180,3118,2558,3200,2138,4247
MIR548AT,3,0,0,3,0,0
AC107993.1,1,0,0,0,0,0
AC067852.3,48,25,19,38,33,37
MIR5010,4,0,4,2,8,8
PTP4A2P1,15,16,11,5,13,10
NAGLU,1139,1231,921,1116,761,1028
AC067852.1,0,0,0,0,0,0
HSD17B1P1,81,75,84,91,55,42
HSD17B1,159,177,88,168,121,138
AC067852.2,1,8,1,6,5,3
COASY,2047,1788,1697,1541,1412,2167
MLX,1223,1083,741,1184,952,1677
PSMC3IP,129,166,74,111,67,224
AC067852.5,16,12,28,26,15,30
RETREG3,1324,1430,1081,1446,1156,1964
AC067852.4,0,7,2,4,0,0
TUBG1,1708,1674,1199,1481,1305,1991
ATP5MGP7,0,0,0,0,0,0
HMGB3P27,0,0,0,0,0,0
TUBG2,992,728,702,747,622,841
PLEKHH3,1630,1431,1001,1398,1353,890
CCR10,114,50,111,46,44,28
AC100793.2,1,0,8,3,3,0
CNTNAP1,1664,1733,1251,1683,1287,2053
AC100793.3,6,3,0,9,18,12
EZH1,1151,1101,897,1074,1014,1822
MIR6780A,0,0,0,0,0,0
AC100793.1,4,0,0,0,0,0
AC100793.4,0,4,0,6,0,0
HMGN2P15,12,15,4,18,25,0
RAMP2-AS1,73,70,58,81,44,105
RAMP2,95,197,79,140,65,78
VPS25,2112,2130,1529,1995,1545,3045
WNK4,27,43,10,74,17,44
COA3,1728,1791,1410,1844,1262,2926
CNTD1,15,18,9,15,14,20
BECN1,2137,2300,1979,2361,1762,4547
MIR6781,0,0,0,0,0,0
PSME3,4539,4185,3265,4217,3159,5197
AOC2,92,55,42,82,21,104
AOC3,55,69,59,70,46,80
AOC4P,2,0,0,14,8,0
LINC00671,0,0,0,0,0,0
RNU6-287P,0,0,0,0,0,0
G6PC,0,0,0,0,0,0
AC055866.1,0,0,0,0,0,0
AARSD1,52,45,40,51,37,57
PTGES3L-AARSD1,0,0,0,0,0,0
PTGES3L,769,754,550,680,520,633
RUNDC1,1087,1259,1303,1300,890,1419
RPL27,15510,14017,10583,13196,11735,23787
IFI35,98,105,28,56,56,51
VAT1,9431,8317,8174,9298,6797,10548
RND2,795,721,549,557,712,929
BRCA1,482,510,170,357,365,530
RPL21P4,0,0,0,0,0,0
NBR2,174,175,132,179,162,178
AC135721.2,0,0,0,0,0,0
AC135721.1,11,5,2,2,6,3
AC060780.1,779,721,335,721,585,699
AC060780.3,18,12,5,9,10,3
AC060780.2,13,17,7,16,7,17
NBR1,4604,4546,3591,4756,3988,6750
TMEM106A,180,98,61,103,139,216
CCDC200,26,29,19,27,24,47
RNU2-1,0,0,0,0,0,0
AC024051.7,0,0,0,0,0,0
AC024051.1,0,1,0,0,0,0
AC024051.3,0,0,0,0,0,0
AC024051.10,8,7,2,8,3,5
AC024051.8,0,0,0,0,0,0
AC024051.9,0,0,0,0,0,0
AC024051.12,0,0,0,0,0,0
AC024051.5,0,0,0,0,0,0
AC024051.2,0,0,0,0,0,0
AC024051.4,0,0,0,0,0,0
AC024051.6,0,0,0,0,0,0
AC024051.11,0,0,0,0,0,0
LINC00910,37,22,31,35,52,22
AC109326.1,1,4,4,4,6,0
RNU2-4P,0,0,0,0,0,0
RNU6-1137P,0,0,0,0,0,0
ARL4D,418,696,723,480,254,312
RNU6-470P,0,0,0,0,0,0
MIR2117HG,0,0,0,0,0,0
MIR2117,0,0,0,0,0,0
RNU6-406P,0,0,0,0,0,0
RNU6-971P,0,0,0,0,0,0
AC087650.1,0,0,0,0,0,0
DHX8,2199,2247,1430,2185,1659,4064
ETV4,178,189,253,171,130,134
AC068675.1,0,0,0,0,0,0
MEOX1,0,6,0,8,0,6
LINC02594,0,2,0,0,0,0
WHSC1L2P,2,0,4,2,1,5
SOST,30,25,14,10,32,6
DUSP3,12650,11152,11967,13217,10039,13626
CFAP97D1,3,2,4,6,0,0
AC003098.1,0,0,0,0,0,0
MPP3,493,327,250,350,318,371
CD300LG,0,1,6,2,0,4
MPP2,772,745,630,664,612,719
AC007993.3,0,0,0,0,0,0
FAM215A,0,0,0,0,0,0
AC007993.1,0,0,0,0,0,0
AC007993.2,0,0,0,0,0,0
LINC01976,0,0,0,0,0,0
PPY,0,0,0,0,0,0
PYY,0,0,0,0,0,0
NAGS,63,56,84,92,60,69
TMEM101,1069,913,635,956,664,1025
AC023855.1,5,2,0,0,2,0
LSM12,706,794,555,701,661,623
G6PC3,2637,2818,2105,2863,1919,2801
HDAC5,7843,7286,4868,6888,5858,6632
AC023855.2,6,3,0,2,4,5
RNU6-131P,0,0,0,0,0,0
HROB,301,238,207,222,199,496
ASB16,239,198,126,146,166,212
ASB16-AS1,476,482,198,396,349,331
TMUB2,1586,1463,1060,1375,1101,1707
ATXN7L3,3837,3446,2969,3712,2752,4438
AC004596.1,9,6,13,18,11,4
UBTF,3647,3426,2362,3173,2858,3684
MIR6782,0,0,0,0,0,0
AC003102.1,62,69,95,95,100,52
SHC1P2,0,0,0,0,0,0
SLC4A1,2,0,0,0,0,0
AC003043.3,0,0,0,0,0,0
RN7SL507P,0,0,0,0,0,0
RUNDC3A-AS1,28,84,55,71,50,17
AC003043.1,0,0,0,0,0,0
RNU6-453P,0,1,0,0,0,0
RUNDC3A,20,32,32,44,42,26
SLC25A39,4293,3726,3707,3521,2891,4096
AC003043.2,0,1,0,0,0,0
GRN,15956,14563,10749,15197,10979,11734
FAM171A2,2633,2091,1429,1960,1666,723
RPL7L1P5,0,0,0,0,0,0
ITGA2B,13,14,6,6,8,6
GPATCH8,2493,2399,1437,2423,2083,2904
RN7SL258P,0,0,0,0,3,1
AC103703.1,2,1,0,2,9,0
FZD2,7073,5026,4601,5830,5113,4380
AC091152.3,0,0,0,0,0,0
SMCO4P1,0,0,4,0,0,0
LINC01180,0,0,0,0,0,0
MEIOC,51,43,36,56,50,22
CCDC43,859,822,811,913,730,747
AC091152.2,7,10,8,2,13,0
AC091152.4,30,32,40,48,18,20
DBF4B,513,448,230,399,380,647
RN7SL819P,0,0,1,0,0,0
AC091152.1,4,4,0,4,0,2
ADAM11,4302,2781,1501,2897,3167,4022
AC005180.2,12,16,27,12,9,4
AC005180.1,11,9,24,6,0,12
GJC1,4132,3659,3333,4133,2909,4154
HIGD1B,1,0,0,0,0,2
EFTUD2,5221,4524,3681,4194,3592,8579
RN7SL405P,4,0,0,0,1,0
CCDC103,1,0,3,0,0,0
FAM187A,0,0,0,0,0,0
GFAP,83,31,114,60,52,126
KIF18B,560,431,94,239,304,514
MIR6783,0,0,0,0,0,0
AC015936.1,0,0,0,0,0,0
C1QL1,169,98,46,116,131,58
AC015936.2,0,0,0,0,0,0
DCAKD,2566,2302,1689,2230,1644,2550
NMT1,5859,5088,3605,4922,4228,8506
AC116493.1,0,0,0,1,0,0
PLCD3,4841,3526,3877,3915,3759,4111
MIR6784,1,0,0,1,0,0
ACBD4,214,150,113,203,163,159
AC142472.1,72,74,31,83,48,51
HEXIM1,1602,1441,1204,1379,1068,1305
AC138150.1,2,4,4,5,1,0
HEXIM2,53,43,72,65,53,73
AC138150.2,9,5,6,4,4,17
AC008105.3,1,0,0,2,1,0
FMNL1,47,45,56,46,29,44
AC008105.1,5,10,11,11,4,9
AC008105.2,23,13,19,18,10,25
MAP3K14-AS1,77,53,79,38,50,31
SPATA32,6,1,3,0,2,4
MAP3K14,168,169,470,162,142,120
RNA5SP443,0,0,0,0,0,0
AC003070.7,0,0,0,0,0,0
AC003070.2,0,0,0,1,0,0
ARHGAP27,431,296,233,322,303,305
AC003070.1,0,0,0,2,0,1
PLEKHM1,929,788,883,1000,555,860
AC091132.2,2,0,1,0,0,5
MIR4315-1,0,0,0,0,0,0
LRRC37A4P,322,336,144,205,173,383
AC091132.6,0,2,0,0,0,0
AC091132.3,8,16,10,24,14,2
AC091132.1,0,11,4,0,11,8
AC091132.4,0,4,0,1,0,6
AC091132.5,1,0,1,0,0,6
RDM1P1,0,0,0,0,0,0
DND1P1,16,27,17,21,0,8
AC126544.2,1,0,0,1,0,0
AC126544.1,2,0,0,4,4,0
MAPK8IP1P2,10,11,28,18,6,4
RPS26P8,1,0,0,3,0,0
LINC02210,477,453,341,426,408,482
LINC02210-CRHR1,0,0,0,0,0,0
AC217774.1,0,0,0,0,0,0
AC217774.2,0,0,0,0,0,0
CRHR1,0,0,0,0,0,0
MAPT-AS1,4,0,0,0,0,0
SPPL2C,0,0,0,0,0,0
MAPT,119,91,38,65,118,112
MAPT-IT1,2,0,0,0,0,0
CR936218.2,0,0,0,0,0,0
CR936218.3,0,0,0,0,0,0
STH,1,0,0,0,0,0
KANSL1,2872,2693,2018,2541,2069,3271
CR936218.1,0,0,0,0,0,0
KANSL1-AS1,68,89,36,61,77,98
AC217773.1,0,0,0,0,0,0
MAPK8IP1P1,0,0,2,0,0,0
AC005829.2,6,0,9,4,2,0
AC005829.1,6,3,19,2,17,0
ARL17B,118,70,199,143,59,17
LRRC37A,59,47,51,58,23,54
RN7SL656P,0,0,0,0,0,0
NSFP1,31,18,20,15,19,53
RDM1P2,2,1,0,1,0,3
LRRC37A2,221,253,141,245,192,173
ARL17A,120,197,96,109,113,81
RN7SL199P,0,0,0,0,0,0
FAM215B,2,5,2,0,2,3
NSF,1998,1877,1931,2196,1399,3788
RPS7P11,416,444,265,319,349,790
WNT3,336,323,259,282,240,307
WNT9B,10,0,4,15,6,16
LINC01974,0,0,0,0,0,0
AC005670.1,0,1,0,0,0,4
RNU6ATAC3P,0,0,0,0,1,0
GOSR2,1940,1789,1690,1884,1308,2412
AC005670.2,0,0,0,0,0,0
MIR5089,0,0,0,0,0,0
RPRML,8,0,0,0,0,5
LRRC37A17P,0,0,0,4,5,18
AC005670.3,2101,2020,1455,1776,1600,1981
RN7SL270P,1,0,0,2,1,0
CDC27,3697,3900,2342,3744,2729,3256
AC002558.1,5,12,0,4,14,4
AC002558.3,4,17,6,14,2,4
AC002558.2,0,1,0,2,0,0
MYL4,122205,107077,104624,129166,97691,176132
ITGB3,830,838,916,877,755,635
AC068234.1,0,0,0,0,0,0
RNU7-186P,7,12,5,15,2,4
AC068234.3,5,6,0,0,0,0
AC068234.2,8,22,3,25,11,12
EFCAB13,100,88,110,112,132,48
AC040934.1,22,6,4,4,10,0
MRPL45P2,161,137,119,109,89,129
NPEPPS,4618,4582,3288,4875,3797,5117
AC025682.1,0,0,0,0,0,0
AC025682.2,1,1,3,0,3,14
KPNB1,13819,13957,9856,13252,10466,21663
AC015674.1,0,0,0,0,0,0
TBKBP1,2557,2403,1704,2292,2028,1643
TBX21,0,0,6,0,4,0
OSBPL7,472,459,263,454,331,469
MRPL10,3092,2493,1810,2552,1958,4017
