Geneid,NCH3_2_DAPT,NCH3_1_DAPT,NCH1_2_DAPT,NCH3_2_DMSO,NCH1_1_DAPT,NCH1_1_DMSO,NCH1_2_DMSO,NCH3_1_DMSON
APOBEC3C,1644,1914,1658,1385,2100,1873,1777,2125
AL022318.4,0,0,0,0,0,0,0,0
APOBEC3D,4,3,14,10,0,0,6,3
APOBEC3F,220,456,439,241,162,211,484,187
AL022318.2,0,0,0,0,0,0,0,0
APOBEC3G,51,33,427,39,31,29,416,47
AL031846.1,0,0,0,0,0,0,0,0
APOBEC3H,0,0,23,12,2,0,30,3
CBX7,399,485,232,374,353,476,214,298
COX5BP7,0,0,0,0,0,0,0,0
AL031846.2,48,52,24,45,12,46,18,28
FUNDC2P4,0,0,0,0,0,0,0,0
PDGFB,181,177,130,185,283,289,480,200
AL031590.1,1,5,0,0,0,0,4,0
AL022326.1,4,0,0,0,0,0,0,0
RPL3,44719,46196,111055,40333,48331,50762,108830,33648
SNORD83B,0,0,0,0,0,0,0,0
SNORD83A,13,10,14,0,7,1,18,5
SNORD43,0,0,0,0,0,0,0,0
SYNGR1,741,1003,1103,863,1575,1614,1342,906
AL022326.2,4,9,14,16,0,11,9,0
TAB1,2157,2364,2014,1989,2093,2035,2139,1602
MGAT3,1429,1710,1755,1144,1700,1929,1832,1067
MGAT3-AS1,23,9,5,0,1,1,5,3
MIEF1,2753,2367,2590,2041,2341,2073,3074,1491
AL022312.1,0,0,0,0,0,0,0,0
ATF4,6225,6838,14744,5430,7630,8510,13695,4008
RPS19BP1,2010,2052,2317,1539,2308,1772,1872,1336
CACNA1I,2,0,64,2,8,6,62,4
ENTHD1,0,0,2,0,0,0,0,0
AL022319.1,0,0,0,0,0,0,0,0
RN7SKP210,0,0,0,0,0,0,0,0
UQCRFS1P1,286,288,210,305,296,233,252,342
GRAP2,0,6,20,0,2,0,8,2
Z82206.1,0,0,0,0,0,0,0,0
FAM83F,2,4,321,2,60,53,305,0
Z83847.1,10,6,5,5,0,2,1,0
TNRC6B,3625,2864,1785,2578,2471,2200,1844,1723
RPL7P52,0,0,5,0,0,0,0,0
ADSL,574,437,280,378,427,475,279,456
AL022238.4,2,0,3,4,7,0,1,0
SGSM3,17,11,25,27,13,8,36,15
AL022238.2,2,8,3,8,0,0,8,0
MRTFA,2768,2612,1389,2494,2068,1787,1878,1868
AL022238.3,0,2,0,8,2,2,0,5
AL022238.1,2,0,8,4,0,2,2,0
MRTFA-AS1,0,21,9,3,0,7,8,2
COX6B1P3,0,0,0,0,1,0,0,0
RPL4P6,2,0,0,2,0,6,0,1
GAPDHP37,0,0,6,0,0,0,20,0
MCHR1,3,10,456,10,6,6,598,4
SLC25A17,566,641,2003,404,707,868,1749,345
Z98048.1,8,0,4,1,0,0,4,2
JTBP1,0,1,1,2,0,0,6,1
MIR4766,0,0,1,0,0,0,4,0
ST13,10790,10197,13514,8816,10545,9985,15804,5802
XPNPEP3,3686,2838,1227,2629,2623,2264,1737,1792
DNAJB7,0,4,2,0,0,6,17,0
AL035450.1,0,2,0,4,0,0,0,0
RNU6-379P,0,0,0,0,0,0,0,0
RBX1,3706,3467,3585,2872,3637,3652,3668,2365
AL080243.3,0,0,0,0,0,0,0,0
AL080243.4,2,5,12,1,3,5,7,4
AL080243.1,0,0,0,0,0,0,0,0
AL080243.2,8,2,0,2,0,0,0,2
MIR1281,4,11,1,14,3,2,1,8
EP300,4525,4380,3502,3562,3495,3789,3860,2436
RNU6-375P,0,0,0,0,0,0,0,0
AL035658.1,0,3,1,0,0,0,0,0
EP300-AS1,7,8,7,3,5,9,5,4
LRRC37A14P,0,0,2,0,0,0,0,0
L3MBTL2,1074,836,732,772,854,845,851,533
L3MBTL2-AS1,13,22,27,25,9,8,13,14
CHADL,41,19,28,19,31,14,10,34
RANGAP1,4321,4250,5206,3386,3937,4429,5595,3270
MIR6889,0,0,0,0,0,2,0,0
ZC3H7B,5606,5480,5596,4932,5053,4773,5712,3213
TEF,1103,952,967,881,1332,1314,1187,416
RNU6-495P,8,0,0,0,0,0,1,0
AL008582.1,8,0,3,14,8,8,2,7
TOB2,1646,1423,2922,1316,2217,2452,3291,727
PHF5A,783,749,1952,627,839,961,1930,469
ACO2,14129,12924,2818,11911,10599,9844,5976,13174
POLR3H,1163,1051,1275,909,1050,1095,1192,561
AL023553.1,14,4,8,16,6,22,10,56
CSDC2,766,681,176,481,380,325,500,1052
PMM1,924,1092,715,803,742,632,802,752
DESI1,3694,3263,1805,2911,2709,2664,2475,2537
XRCC6,12625,12349,21189,9974,12377,13197,23706,9979
Z83840.1,1,0,0,0,0,0,0,1
SNU13,5384,5412,4742,4970,5768,5570,5827,3735
Z83840.2,81,37,27,31,26,28,41,46
RNU6-476P,2,0,0,1,1,6,2,0
C22orf46,949,917,725,764,673,709,547,649
MEI1,27,7,17,8,2,0,40,4
HMGN2P10,0,0,0,0,0,0,0,0
RNU6ATAC22P,0,0,0,0,0,0,0,0
AL023879.1,0,0,0,0,0,0,0,0
CCDC134,305,230,169,159,148,135,143,149
SREBF2-AS1,857,965,255,604,672,686,313,840
SREBF2,16249,15695,12371,13353,17771,18495,16994,18133
MIR33A,6,0,0,0,0,0,0,0
SHISA8,20,2,22,0,11,2,21,0
TNFRSF13C,31,42,138,69,16,43,94,9
MIR378I,0,0,0,0,0,0,0,0
CENPM,462,539,679,282,420,432,592,385
LINC00634,6,14,42,12,28,4,38,7
SEPTIN3,199,192,1530,105,208,216,1031,77
Z99716.1,0,0,2,0,0,0,0,0
WBP2NL,6,0,4,2,0,0,6,2
SLC25A5P1,0,1,0,8,0,0,2,0
NAGA,717,866,801,794,448,340,839,672
Z99716.2,0,0,4,0,26,0,8,0
PHETA2,6,18,26,0,0,8,30,26
SNORD13P1,0,0,0,0,0,0,0,0
SMDT1,1517,1672,1039,1481,1456,1369,928,1490
NDUFA6,5545,5383,3722,4003,6212,6075,4194,4192
AL021878.2,18,28,6,31,15,8,4,11
NDUFA6-DT,100,76,63,88,36,50,78,49
OLA1P1,83,73,100,48,46,59,100,47
CYP2D6,63,77,95,70,23,36,47,16
AC254562.1,3,0,10,0,6,1,1,0
AC254562.2,1,0,2,0,1,0,11,0
AC254562.3,18,22,10,25,6,0,15,2
CYP2D7,45,54,60,46,70,61,110,25
CYP2D8P,9,30,39,3,27,0,13,4
TCF20,1626,1495,2308,1275,1173,1235,2394,777
OGFRP1,76,51,102,38,78,41,135,39
LINC01315,2,8,392,2,4,4,188,2
NFAM1,0,4,30,8,0,8,26,0
AL022316.1,0,10,2,0,0,0,0,0
SERHL,27,29,19,46,37,40,17,6
RRP7A,1055,1196,2122,878,945,1350,2172,778
SERHL2,136,154,92,178,83,133,143,87
RRP7BP,338,349,460,439,282,346,532,151
RN7SKP80,18,3,18,26,15,20,31,6
RNU6-513P,0,0,0,0,0,0,0,0
POLDIP3,3244,3746,4214,2983,2936,3241,4155,2395
RNU12,0,0,0,0,0,0,0,0
Z93241.1,15,12,2,0,6,4,2,1
CYB5R3,17894,18035,5920,16527,16320,16308,10209,15390
ATP5MGL,8,5,0,10,0,2,0,2
A4GALT,4079,3970,1623,3939,4551,5102,3282,2763
AL049757.1,0,0,0,0,0,0,0,0
RPL5P34,144,167,458,152,200,162,372,109
GOLGA2P4,0,0,17,0,0,0,0,0
AL049757.2,2,2,0,1,2,8,4,0
ARFGAP3,1916,1910,1207,1371,1738,1533,1648,990
PACSIN2,4647,4211,3188,3811,4017,3953,4054,2615
AL049758.1,0,0,0,4,0,0,0,0
AL022476.1,64,17,9,34,17,10,8,25
TTLL1,520,519,411,516,379,441,630,361
AL022237.1,0,0,0,0,0,0,0,0
BIK,421,345,216,345,317,463,270,101
MCAT,973,1080,881,794,837,895,972,761
TSPO,820,962,312,754,555,443,630,318
TTLL12,1708,1452,3800,1300,1196,1237,4172,844
SCUBE1,16,58,3346,14,26,8,2342,115
Z82214.2,0,0,2,0,0,0,4,0
Z82214.1,0,0,3,0,0,0,4,0
Z99756.1,0,0,0,0,0,0,0,0
LINC01639,0,0,0,0,0,0,0,0
MPPED1,0,0,14,0,0,0,0,0
BX546033.1,0,0,0,0,0,0,0,0
EFCAB6-AS1,8,0,0,0,2,4,0,4
EFCAB6,81,76,11,55,34,51,30,29
Z97055.1,0,0,0,6,0,0,0,0
HMGN2P9,0,0,0,0,0,0,0,0
Z97055.2,23,26,16,14,25,16,12,11
SULT4A1,141,166,260,85,79,36,297,95
PNPLA5,0,0,4,0,0,0,13,0
PNPLA3,20,44,386,23,33,13,325,67
SAMM50,2257,2182,2410,1829,1710,1939,2678,1764
AL035398.1,4,0,2,0,0,0,0,2
PARVB,504,531,274,330,304,289,438,572
AL033543.1,2,0,1,0,0,2,0,0
AL031595.3,7,2,23,16,8,8,7,10
PARVG,6,0,0,6,0,0,10,0
AL031595.1,0,0,0,0,0,0,0,0
AL031595.2,0,0,0,0,4,0,0,0
SHISAL1,501,685,269,448,237,222,223,284
Z85994.1,0,0,0,0,0,0,0,0
Z85994.2,0,0,0,0,0,0,0,0
LINC01656,0,0,0,0,0,0,0,0
MRPS18CP6,0,6,0,0,0,0,4,0
AL023973.1,0,0,0,0,0,0,0,0
RTL6,5190,5885,2436,4503,3925,4205,3786,4186
KRT18P23,0,0,0,0,0,0,0,0
LINC00207,58,71,0,31,54,20,0,83
LINC00229,0,0,0,0,0,0,0,0
ANP32BP2,0,0,0,0,0,0,0,0
PRR5,683,593,435,547,920,787,726,620
PRR5-ARHGAP8,0,0,0,0,2,2,0,0
ARHGAP8,0,2,64,7,53,32,51,0
PHF21B,192,174,695,211,156,257,612,120
Z83838.1,0,12,0,0,0,0,2,0
AL079301.1,12,2,12,18,10,0,7,2
NUP50-DT,196,200,319,195,200,146,330,181
Z82243.1,7,2,12,15,2,12,7,4
NUP50,1354,1241,4518,1124,1510,1960,4386,554
AL008718.3,23,14,0,4,0,3,5,0
KIAA0930,1173,1065,2492,818,1043,909,2399,585
MIR1249,1,0,2,0,0,2,2,0
AL008718.2,0,0,6,0,0,0,0,0
AL008718.1,0,0,0,0,0,0,0,0
UPK3A,0,0,0,0,0,2,0,0
FAM118A,1254,1186,1854,1066,2104,2158,2119,982
SMC1B,3,5,2,10,3,4,8,1
RIBC2,14,26,56,14,4,20,24,20
AL021391.1,1,2,6,0,0,2,14,0
FBLN1,3931,2579,8365,2808,2435,2270,9014,1053
LINC01589,0,0,2,0,0,4,0,0
RNU6-1161P,0,0,0,0,0,0,0,0
Z95331.1,24,41,42,33,30,14,14,15
ATXN10,7357,6059,5441,5048,6575,6874,6469,4243
MIR4762,1,0,0,0,0,0,2,0
Z84478.1,1,4,6,6,0,3,7,0
BX324167.2,17,15,3,6,5,0,8,1
BX324167.1,1,6,3,0,0,0,0,0
WNT7B,0,2,63,4,8,0,20,0
BX537318.2,2,6,0,0,0,0,6,4
BX537318.1,32,24,26,24,11,37,30,59
LINC00899,15,0,6,6,10,12,20,2
PRR34,0,0,0,0,0,0,0,0
AL121672.3,0,0,0,0,0,0,0,0
PRR34-AS1,0,0,0,2,0,0,0,0
MIRLET7BHG,8,22,18,20,25,8,0,2
AL121672.1,0,0,0,0,0,0,0,0
AL121672.2,0,2,0,4,2,4,0,0
MIR3619,0,0,0,0,0,0,0,0
MIRLET7A3,0,0,0,0,0,0,0,0
MIR4763,0,0,0,0,0,0,0,0
MIRLET7B,0,0,0,0,0,0,0,0
PPARA,2049,2027,515,1982,1600,1587,961,1454
FP325332.1,15,12,2,0,10,0,0,2
CDPF1,420,400,298,334,465,313,429,316
PKDREJ,156,63,20,107,33,28,34,14
TTC38,1253,828,887,892,962,889,961,689
GTSE1-DT,1,0,12,10,12,22,16,8
GTSE1,789,981,1869,679,961,812,1900,533
TRMU,2250,2425,1865,2040,2282,2375,2156,1841
CELSR1,6478,6332,4324,5922,5839,6305,4310,3577
AL031597.1,0,0,0,0,4,0,0,0
AL021392.1,547,470,190,476,590,556,287,464
GRAMD4,2653,2427,2070,2667,2526,2505,2185,1349
CERK,5821,5189,5117,4440,4205,4228,5301,2146
AL118516.1,33,38,275,42,109,105,251,13
TBC1D22A,1491,1408,1130,1121,1476,1365,1423,1567
TBC1D22A-AS1,7,22,6,4,23,12,14,6
FP325331.1,5,2,0,10,0,0,0,0
Z83836.1,0,0,2,0,0,0,0,0
Z82186.1,0,0,0,0,0,0,0,0
LINC01644,0,0,0,0,0,0,0,0
LINC00898,0,0,0,0,0,0,0,0
AL117329.1,0,0,0,0,0,0,2,0
AL117329.2,0,0,0,0,0,0,0,0
FP325330.3,0,0,0,0,0,6,0,0
FP325330.1,0,0,0,0,0,0,0,0
FP325330.2,0,0,0,0,0,0,0,0
BX284656.2,0,0,0,0,0,0,0,0
BX284656.1,0,0,0,0,0,0,0,0
AL008720.1,0,0,0,0,0,0,0,0
MIR3201,0,0,0,0,0,0,0,0
AL008720.2,0,0,0,0,0,0,0,0
Z72006.1,0,0,0,0,0,0,0,0
Z82249.1,0,0,0,0,0,0,0,0
Z84468.2,0,0,0,0,0,0,0,0
TAFA5,15,40,729,34,22,20,677,28
Z84468.1,0,0,0,0,0,0,0,0
MIR4535,0,0,0,0,0,0,0,0
LINC01310,0,0,4,0,0,0,18,6
AL078622.1,56,64,44,41,20,32,48,31
Z82202.2,0,0,0,0,4,0,0,0
RPL35P8,0,0,0,0,0,0,0,0
Z82202.1,0,0,0,0,0,0,0,0
AC207130.1,14,0,2,0,0,3,0,2
C22orf34,0,2,0,0,0,0,4,0
AL008636.1,0,0,0,0,0,0,0,0
AL031593.1,0,0,0,0,0,0,4,0
MIR3667,0,0,0,0,0,0,0,0
Z97192.1,0,0,0,0,0,0,0,0
Z97192.2,0,0,0,0,0,0,0,0
Z97192.3,0,0,0,0,0,0,0,0
Z97192.4,0,0,0,0,0,0,0,0
AL023802.1,0,0,2,0,0,0,2,0
RN7SKP252,0,0,0,0,0,0,0,0
RPL5P35,0,0,0,0,0,0,0,0
BRD1,2193,1706,2512,1698,2160,2405,2835,1163
Z98885.3,13,16,8,41,12,4,22,14
Z98885.1,3,4,25,0,8,0,2,8
Z98885.2,0,0,8,8,2,0,2,2
AL117328.1,2,2,0,0,2,0,0,0
AL117328.2,0,0,0,0,0,0,0,0
AL117328.3,0,3,0,4,0,0,0,0
ZBED4,1688,1553,2453,1341,1351,1633,2894,830
ALG12,437,439,336,448,433,489,432,368
AL671710.1,0,2,0,0,0,0,0,0
CRELD2,1296,921,952,897,1119,1200,1110,654
BX539320.1,0,0,2,0,0,0,20,0
PIM3,1568,1068,2502,756,1617,1604,3212,564
MIR6821,0,0,0,0,0,0,0,0
IL17REL,2,1,6,1,0,0,0,8
TTLL8,0,8,0,0,0,1,0,0
MLC1,0,0,86,0,0,6,19,0
MOV10L1,0,13,12,21,0,14,26,4
AL034546.1,0,0,0,0,0,0,0,0
PANX2,165,279,329,231,189,201,402,149
TRABD,949,995,2107,981,809,1060,2152,491
AL022328.3,29,16,8,7,22,15,15,18
AL022328.4,65,77,122,96,33,162,110,55
SELENOO,1149,1016,1205,944,967,944,1079,729
AL022328.1,48,28,59,30,44,35,31,27
AL022328.2,43,18,37,28,32,36,56,10
TUBGCP6,1713,1992,1874,1872,1392,1504,1911,1060
HDAC10,32,23,64,41,13,42,56,20
MAPK12,999,1051,2086,812,803,772,1913,840
MAPK11,227,183,173,173,119,89,289,94
PLXNB2,14995,13521,8064,13371,16049,15758,9819,7703
DENND6B,296,254,207,179,185,212,225,111
CR559946.1,0,0,1,0,2,0,5,0
CR559946.2,0,0,0,0,0,0,0,0
PPP6R2,3160,3061,2986,2871,2659,2813,3055,1843
SBF1,7013,6764,6248,5938,5752,5758,7284,4204
ADM2,28,50,250,92,10,40,318,1
MIOX,4,0,0,0,0,0,0,0
LMF2,2281,2530,2327,2025,2148,2619,3192,1674
NCAPH2,1418,1716,2447,1361,1626,1796,2473,1208
SCO2,0,0,10,4,0,0,8,9
U62317.2,0,0,0,0,0,0,0,0
TYMP,24,50,48,31,18,15,40,82
ODF3B,19,19,44,8,14,10,39,53
U62317.4,0,0,0,0,2,0,0,0
U62317.1,0,0,0,0,0,0,0,0
KLHDC7B,0,13,16,3,0,0,9,10
SYCE3,0,0,10,1,6,0,12,6
CPT1B,20,23,29,32,12,28,33,21
CHKB-CPT1B,0,4,2,9,6,5,7,2
CHKB,24,24,14,22,17,28,21,10
CHKB-DT,136,97,173,94,142,153,111,37
U62317.3,4,2,0,0,4,2,0,0
MAPK8IP2,64,22,357,62,54,32,238,10
ARSA,1693,1553,727,1540,1313,1291,941,1363
AC000050.1,0,0,0,0,0,0,0,0
AC000050.3,0,0,2,0,0,0,1,0
SHANK3,1185,1294,1859,925,780,774,1971,533
RNU6-409P,0,0,0,0,0,0,0,0
AC000036.1,0,0,2,0,0,0,6,0
ACR,0,4,18,0,0,0,8,0
AC002056.2,0,0,0,0,0,0,0,0
AC002056.1,35,18,65,12,56,28,38,26
RPL23AP82,869,656,534,558,1025,898,622,453
RABL2B,937,648,686,692,615,606,679,424
FP565260.4,0,0,9,0,0,0,1,0
FP565260.3,6,5,35,2,19,20,34,6
FP565260.5,0,0,0,0,0,0,0,0
GATD3B,587,557,294,459,523,553,507,664
FP565260.2,0,0,0,0,0,0,0,0
FP565260.1,323,258,744,336,160,244,969,233
FP565260.6,95,102,115,97,86,86,75,53
AC079801.1,0,0,0,0,0,0,0,0
LINC01670,0,0,0,0,0,0,0,0
CU633967.1,29,59,20,25,20,12,15,35
CU633967.2,0,0,0,0,0,0,0,0
FP236315.2,0,0,0,0,0,0,0,0
FP236315.3,0,0,0,0,0,0,0,0
FP236315.1,0,0,0,0,0,0,0,0
CU639417.1,0,0,0,0,0,0,0,0
CU639417.3,0,0,0,0,0,0,0,0
CU639417.2,0,0,0,0,0,0,0,0
LINC01669,0,0,0,0,0,0,0,0
CU639417.4,0,0,0,0,0,0,2,0
CU639417.5,0,0,0,0,0,2,0,0
SIK1B,296,286,212,163,536,660,359,185
CU633906.7,0,0,0,0,0,0,0,0
CU633906.1,0,0,0,0,0,0,0,0
CU633906.2,45,35,9,67,20,6,15,54
CU633906.6,0,0,0,0,0,0,0,0
CU633906.5,0,0,0,0,0,0,0,0
CU633906.4,8,56,6,0,28,5,19,6
CU633906.3,0,0,0,0,0,0,0,0
CBSL,10,0,149,19,19,75,162,173
U2AF1L5,128,99,519,94,119,74,122,56
FP236240.3,0,0,0,0,0,0,0,0
FP236240.2,0,0,0,0,0,0,0,0
FP236240.1,0,0,0,0,0,0,0,0
CRYAA2,0,0,8,0,0,0,0,0
CU638689.4,102,103,48,99,32,23,60,69
CU638689.1,0,0,0,0,0,0,0,0
CU638689.3,0,0,0,0,0,0,0,0
CU638689.2,0,0,0,0,0,0,0,0
CU638689.5,1,5,2,0,0,0,4,0
FP475955.3,0,0,0,0,0,0,0,0
FP475955.1,0,0,0,0,0,0,0,0
MIR8069-1,0,0,0,0,0,0,0,0
FP475955.4,0,0,0,0,0,0,0,0
FP475955.2,0,0,0,0,0,0,0,0
CU634019.6,3,5,13,35,4,2,12,3
CU634019.5,0,0,0,0,0,0,0,0
CU634019.3,0,0,0,0,0,0,0,0
CU634019.2,93,114,39,79,24,22,27,59
CU634019.1,0,0,0,0,0,0,0,0
CTBP2P10,0,0,0,0,0,0,0,0
CU634019.4,0,0,0,0,0,0,0,0
CU633904.3,0,0,0,0,0,0,0,0
CU633904.4,0,0,0,0,0,0,0,0
CU633904.2,0,1,0,3,1,0,0,3
CU633904.1,0,0,0,0,0,0,0,0
CTBP2P9,0,0,0,0,0,0,2,0
FP236241.1,0,0,0,0,0,0,0,3
FP236241.2,29,52,9,24,10,26,8,35
SMIM11B,1,0,0,0,0,2,0,0
FAM243B,0,0,0,0,0,0,0,0
SMIM34B,0,0,0,0,0,0,0,0
KCNE1B,87,45,2,44,40,18,20,87
CU633980.1,0,0,0,0,0,0,0,0
FP671120.6,0,0,0,0,0,0,0,0
FP671120.5,1,6,5,1,2,1,6,3
MIR6724-1,0,0,0,0,0,0,0,0
FP671120.1,0,0,0,0,0,0,0,0
MIR3648-1,10,34,1,3,5,0,6,4
FP671120.2,0,0,0,0,2,0,0,0
FP671120.7,8,18,30,14,11,24,22,12
RNA5-8SN2,0,0,0,0,0,0,0,0
FP671120.11,0,0,1,0,0,0,0,0
FP671120.12,0,0,0,2,0,0,0,0
FP671120.10,0,0,0,0,0,0,1,0
FP671120.9,0,0,0,0,0,0,0,0
MIR6724-2,0,0,1,0,0,0,0,0
FP671120.3,2,2,1,1,0,0,2,0
FP671120.8,8,8,14,1,9,4,5,2
FP671120.4,0,0,0,0,0,0,0,0
FP236383.3,20,58,143,9,24,17,59,14
MIR6724-3,0,2,3,1,0,0,2,2
FP236383.1,3,0,3,2,1,3,3,0
FP236383.4,4,23,19,5,11,4,47,3
RNA5-8SN3,1,5,9,2,2,0,6,2
FP236383.13,0,0,1,0,0,0,0,0
FP236383.9,0,0,2,0,0,0,0,0
FP236383.7,0,0,0,0,0,0,0,0
FP236383.12,0,0,0,0,0,0,0,0
MIR6724-4,0,1,1,0,0,0,0,0
FP236383.2,0,0,0,0,0,0,2,1
FP236383.5,892,1289,1643,572,1195,569,2079,639
RNA5-8SN1,0,0,11,0,0,2,3,0
FP236383.11,3,0,0,0,1,0,0,0
FP236383.6,0,0,0,2,1,0,0,0
FP236383.8,0,0,0,0,0,0,0,0
FP236383.10,0,0,0,0,0,0,0,0
RPSAP68,0,0,0,0,0,0,0,0
CR381572.2,0,0,0,0,0,0,0,0
CR381572.1,0,0,0,0,0,0,0,0
LINC01666,0,0,0,0,1,0,0,0
CR381670.2,0,0,0,0,1,0,0,0
SNX18P10,0,0,0,0,0,0,0,0
MTCO1P1,0,0,0,0,0,0,0,0
CR381670.1,0,0,0,0,0,0,0,0
MIR3648-2,0,0,0,0,0,0,0,0
CR392039.1,0,0,0,0,0,0,0,0
CR392039.4,0,1,0,0,0,0,0,0
CR392039.3,0,0,0,0,0,0,0,0
CR392039.5,0,0,0,0,0,0,0,0
TEKT4P2,0,0,0,0,0,0,0,0
SOWAHCP2,0,0,0,0,0,0,0,0
CR392039.2,0,0,0,0,0,0,0,0
CR381653.1,0,0,0,0,0,0,0,0
SNX18P12,0,0,0,0,0,0,0,0
CR381653.2,0,0,0,0,0,0,0,0
AC124864.3,0,0,0,0,0,0,0,0
AC124864.2,0,0,0,0,0,0,0,0
AC124864.4,0,0,0,0,0,0,0,0
AC124864.1,0,0,0,0,0,0,0,0
LINC01667,0,0,0,0,0,0,0,0
AC018692.3,0,0,0,0,0,0,0,0
RN7SL52P,0,0,0,0,0,0,0,0
AC018692.1,0,0,0,0,0,0,0,0
AC018692.2,0,0,0,0,0,0,0,0
CR382285.1,1,6,6,2,0,6,3,0
CR382285.2,0,0,0,0,0,0,0,0
CR382287.2,0,0,0,0,0,0,0,0
CR382287.1,0,0,0,0,0,0,0,0
AP003900.1,0,0,0,0,0,0,0,0
EIF3FP1,0,0,0,0,0,0,0,0
VN1R7P,0,0,0,0,0,0,0,0
AF254983.2,0,0,0,0,0,0,0,0
BAGE2,2,0,0,0,0,0,0,0
AF254983.1,0,0,0,0,0,0,0,0
TPTE,0,0,0,0,0,0,0,0
CYCSP41,0,0,0,0,0,0,0,0
SLC25A15P4,0,0,0,0,0,0,0,0
AF254982.1,0,0,0,0,0,0,0,0
IGHV1OR21-1,0,0,0,0,0,0,0,0
AP001464.1,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0,0,0
RNU6-614P,0,0,0,0,0,0,0,0
ZNF355P,0,0,0,0,0,0,0,0
AJ239321.1,0,0,0,0,0,0,0,0
AJ239318.1,0,0,0,0,0,0,0,0
FGF7P2,0,0,0,0,0,0,0,0
ANKRD30BP1,0,0,0,0,0,0,0,0
MIR3156-3,0,0,0,0,0,0,0,0
GTF2IP2,0,0,0,0,0,0,0,0
VN1R8P,0,0,0,0,0,0,0,0
LINC01674,0,0,0,0,0,0,0,0
SNX19P1,2,0,0,0,0,10,4,0
OR4K11P,0,0,0,0,0,0,0,0
OR4K12P,0,0,0,0,0,0,0,0
POTED,0,0,0,0,0,0,0,0
RNU6-286P,0,0,0,0,0,0,0,0
MIR3118-1,0,0,0,0,0,0,0,0
AL050303.2,0,0,0,0,0,0,0,0
GRAMD4P1,0,0,0,0,0,0,0,0
CXADRP1,0,0,0,0,0,0,0,0
AL050303.3,0,0,0,0,0,0,0,0
LONRF2P5,0,0,0,0,0,0,0,0
MIR8069-2,0,0,0,0,0,0,0,0
FEM1AP1,0,0,0,0,0,0,0,0
AL050303.1,0,0,0,0,0,0,0,0
TERF1P1,0,0,0,0,0,0,0,0
FAM207CP,0,0,0,0,0,0,0,0
GXYLT1P2,0,0,0,0,0,0,0,0
CNN2P7,0,0,0,0,0,0,0,0
ZNF114P1,0,0,0,0,0,0,0,0
CYP4F29P,0,0,326,0,49,42,203,0
SNX18P13,0,0,17,0,0,10,8,0
ANKRD20A11P,0,0,87,1,14,14,91,0
RHOT1P2,1,0,4,0,0,2,23,0
RNU6-954P,0,0,0,0,0,5,0,0
NF1P3,0,0,0,0,0,0,0,0
PPP6R2P1,0,0,0,0,0,0,0,0
FRG2MP,0,0,0,0,0,0,0,0
AP001347.1,21,14,103,4,16,6,75,6
ANKRD20A18P,0,0,2,0,4,0,4,1
RNA5SP488,0,0,2,0,0,0,0,0
AP001347.2,0,0,2,0,0,0,0,0
LIPI,0,8,1,1,4,0,0,0
ERLEC1P1,0,0,0,0,0,0,0,0
RBM11,6,4,56,6,23,18,18,2
ABCC13,0,0,12,0,0,4,10,0
HSPA13,2236,1973,2861,1530,2187,1971,2868,972
SAMSN1,1,8,17,27,6,2,26,0
SAMSN1-AS1,0,0,0,0,0,0,0,0
AF127936.1,6,4,4,1,8,6,2,0
POLR2CP1,0,0,0,0,0,0,0,0
GAPDHP16,0,0,0,0,0,0,0,0
AF127577.4,137,144,100,134,83,57,113,65
LINC02246,2,4,12,2,2,7,4,1
RBMX2P1,4,0,0,4,0,0,0,0
AF127577.3,0,0,0,0,0,0,0,0
NRIP1,1241,1766,3646,1068,1004,1067,2955,731
AF127577.1,0,0,0,0,0,0,0,0
AF127577.2,7,5,3,0,0,3,0,0
AF127577.6,4,14,2,0,0,0,20,0
AF127577.5,0,1,2,6,0,5,10,0
AF222684.1,0,0,0,0,0,0,0,0
AF222685.1,0,0,0,0,0,0,0,0
AF130248.1,0,0,0,0,0,0,0,0
AF246928.1,0,0,0,0,0,0,0,0
AJ009632.2,0,0,13,0,2,0,7,0
CYCSP42,0,0,0,0,0,0,0,0
AJ009632.1,0,0,0,0,0,0,0,0
RNU6-1326P,0,0,0,0,0,0,0,0
RAD23BP3,0,0,0,0,0,0,0,0
USP25,3365,3176,2612,2701,2828,2931,2817,2047
RBPMSLP,0,0,0,0,1,0,0,0
MIR99AHG,810,681,1396,906,860,915,1396,581
RNU6-426P,0,0,0,0,0,0,0,0
VDAC2P1,0,0,0,0,0,0,0,0
RPS26P5,0,0,0,0,0,0,0,0
SNORD74B,0,0,0,0,0,0,0,0
AP001172.1,0,0,21,2,0,5,13,0
AP001172.2,6,0,0,0,0,0,0,0
AP000962.3,0,11,0,5,5,0,2,2
AP000962.2,0,0,0,2,0,0,16,0
MIR99A,0,0,0,0,0,0,0,0
MIRLET7C,0,0,0,0,0,0,0,0
AP000962.1,0,0,7,0,0,0,0,0
MIR125B2,0,0,0,0,0,0,0,0
RNU1-98P,0,0,0,0,0,0,0,0
AF130359.1,0,0,0,0,0,0,0,0
AF212831.1,0,0,0,0,0,0,0,0
NEK4P1,0,0,0,0,0,0,0,0
AP000457.1,0,0,0,0,0,0,0,0
RNU6-113P,0,0,0,0,0,0,0,0
LINC01549,0,0,2,0,0,0,2,0
